Category,Product,Unit_Price,Order_Date,City,Sales_Channel,Units_Sold,Stock_Available,Total_Sales
Home Decor,Photo Frame,220,2024-02-21 19:00:00,Jalandhar,Online,5,119,1100
Footwear,Heels,1299,2024-02-21 20:00:00,Delhi,Online,11,39,14289
Kitchen Tools,Knife Set,357,2024-02-21 21:00:00,Patiala,Online,3,52,1071
Kitchen Tools,Blender,1844,2024-02-21 22:00:00,Jalandhar,Online,4,170,7376
Kitchen Tools,Blender,1844,2024-02-21 23:00:00,Patiala,Online,13,115,23972
Beauty & Personal Care,Face Wash,465,2024-02-22 00:00:00,Gurugram,Online,10,168,4650
Toys & Games,Puzzle,601,2024-02-22 01:00:00,Amritsar,Online,5,148,3005
Kitchen Tools,Kettle,1252,2024-02-22 02:00:00,Ludhiana,Offline,7,189,8764
Footwear,Heels,1299,2024-02-22 03:00:00,Noida,Offline,2,82,2598
Home Decor,Curtains,819,2024-02-22 04:00:00,Ludhiana,Online,5,71,4095
Stationery,Pen Pack,592,2024-02-22 05:00:00,Ludhiana,Offline,1,159,592
Gardening,Watering Can,281,2024-02-22 06:00:00,Jalandhar,Online,6,152,1686
Women Clothing,Top,766,2024-02-22 07:00:00,Patiala,Offline,9,15,6894
Furniture,Office Chair,4886,2024-02-22 08:00:00,Gurugram,Online,5,137,24430
Electronics,Speaker,7311,2024-02-22 09:00:00,Mohali,Offline,12,62,87732
Furniture,Office Chair,4886,2024-02-22 10:00:00,Mohali,Online,5,41,24430
Beauty & Personal Care,Face Wash,465,2024-02-22 11:00:00,Amritsar,Online,8,58,3720
Furniture,Bean Bag,1455,2024-02-22 12:00:00,Delhi,Offline,8,104,11640
Books,Fiction Novel,589,2024-02-22 13:00:00,Patiala,Offline,14,172,8246
Electronics,Camera,133355,2024-02-22 14:00:00,Amritsar,Offline,11,65,1466905
Stationery,Backpack,1952,2024-02-22 15:00:00,Ludhiana,Offline,8,10,15616
Men Clothing,T-Shirt,492,2024-02-22 16:00:00,Chandigarh,Online,14,150,6888
Toys & Games,Puzzle,601,2024-02-22 17:00:00,Amritsar,Offline,6,58,3606
Electronics,Tablet,16685,2024-02-22 18:00:00,Amritsar,Offline,2,75,33370
Women Clothing,Lehenga,9426,2024-02-22 19:00:00,Ludhiana,Online,9,165,84834
Men Clothing,T-Shirt,492,2024-02-22 20:00:00,Jalandhar,Online,11,144,5412
Beauty & Personal Care,Face Wash,465,2024-02-22 21:00:00,Jalandhar,Offline,11,171,5115
Toys & Games,Lego Set,5297,2024-02-22 22:00:00,Gurugram,Online,7,151,37079
Electronics,Monitor,10433,2024-02-22 23:00:00,Mohali,Online,10,7,104330
Footwear,Flip Flops,214,2024-02-23 00:00:00,Gurugram,Offline,13,54,2782
Electronics,Smartphone,70263,2024-02-23 01:00:00,Ludhiana,Online,4,157,281052
Footwear,Loafers,2362,2024-02-23 02:00:00,Jalandhar,Offline,12,190,28344
Gardening,Plant Pots,395,2024-02-23 03:00:00,Ludhiana,Online,1,10,395
Kitchen Tools,Toaster,1659,2024-02-23 04:00:00,Chandigarh,Offline,7,115,11613
Stationery,Calculator,514,2024-02-23 05:00:00,Chandigarh,Offline,4,130,2056
Footwear,Loafers,2362,2024-02-23 06:00:00,Delhi,Offline,2,116,4724
Fitness Gear,Dumbbells,4152,2024-02-23 07:00:00,Noida,Online,14,115,58128
Electronics,Monitor,10433,2024-02-23 08:00:00,Gurugram,Online,2,112,20866
Books,Children Story,463,2024-02-23 09:00:00,Gurugram,Online,9,114,4167
Men Clothing,Jacket,1994,2024-02-23 10:00:00,Chandigarh,Offline,13,12,25922
Furniture,Study Table,2815,2024-02-23 11:00:00,Ludhiana,Online,3,19,8445
Furniture,Bedside Table,2485,2024-02-23 12:00:00,Amritsar,Offline,2,7,4970
Electronics,Tablet,16685,2024-02-23 13:00:00,Mohali,Offline,13,199,216905
Women Clothing,Lehenga,9426,2024-02-23 14:00:00,Patiala,Offline,3,81,28278
Electronics,Headphones,3391,2024-02-23 15:00:00,Noida,Online,6,187,20346
Home Decor,Wall Painting,1146,2024-02-23 16:00:00,Patiala,Offline,5,153,5730
Books,Mystery,505,2024-02-23 17:00:00,Delhi,Online,5,164,2525
Home Decor,Wall Clock,966,2024-02-23 18:00:00,Chandigarh,Online,7,166,6762
Home Decor,Photo Frame,220,2024-02-23 19:00:00,Jalandhar,Offline,2,29,440
Gardening,Seeds Pack,262,2024-02-23 20:00:00,Gurugram,Online,10,145,2620
Home Decor,Wall Painting,1146,2024-02-23 21:00:00,Noida,Online,9,153,10314
Men Clothing,Sweater,520,2024-02-23 22:00:00,Gurugram,Online,2,108,1040
Fitness Gear,Resistance Bands,687,2024-02-23 23:00:00,Delhi,Online,10,137,6870
Fitness Gear,Resistance Bands,687,2024-02-24 00:00:00,Jalandhar,Online,2,86,1374
Books,Academic,634,2024-02-24 01:00:00,Delhi,Online,6,60,3804
Automotive,Tyre Inflator,3495,2024-02-24 02:00:00,Amritsar,Offline,4,9,13980
Gardening,Artificial Grass,716,2024-02-24 03:00:00,Amritsar,Online,4,64,2864
Toys & Games,Doll House,1661,2024-02-24 04:00:00,Mohali,Offline,11,82,18271
Toys & Games,Soft Toy,1295,2024-02-24 05:00:00,Gurugram,Online,14,127,18130
Automotive,Seat Cover,7258,2024-02-24 06:00:00,Mohali,Offline,11,121,79838
Electronics,Smartphone,70263,2024-02-24 07:00:00,Noida,Online,11,140,772893
Home Decor,Cushion Covers,350,2024-02-24 08:00:00,Mohali,Online,10,23,3500
Home Decor,Vase,643,2024-02-24 09:00:00,Delhi,Offline,12,195,7716
Stationery,Art Colors,1480,2024-02-24 10:00:00,Gurugram,Offline,8,164,11840
Fitness Gear,Protein Shaker,405,2024-02-24 11:00:00,Patiala,Online,9,42,3645
Gardening,Garden Shovel,202,2024-02-24 12:00:00,Ludhiana,Offline,9,93,1818
Home Decor,Cushion Covers,350,2024-02-24 13:00:00,Delhi,Offline,11,52,3850
Women Clothing,Dress,2238,2024-02-24 14:00:00,Mohali,Offline,2,102,4476
Home Decor,Curtains,819,2024-02-24 15:00:00,Mohali,Online,7,5,5733
Footwear,Formal Shoes,1974,2024-02-24 16:00:00,Patiala,Online,5,40,9870
Automotive,Engine Oil,2198,2024-02-24 17:00:00,Patiala,Offline,13,7,28574
Stationery,Desk Organizer,464,2024-02-24 18:00:00,Ludhiana,Online,14,106,6496
Toys & Games,Board Game,1102,2024-02-24 19:00:00,Jalandhar,Offline,1,58,1102
Footwear,Heels,1299,2024-02-24 20:00:00,Mohali,Online,11,12,14289
Toys & Games,Action Figure,2000,2024-02-24 21:00:00,Jalandhar,Online,13,152,26000
Women Clothing,Handbag,699,2024-02-24 22:00:00,Amritsar,Offline,11,22,7689
Toys & Games,Cricket Bat,1069,2024-02-24 23:00:00,Ludhiana,Online,13,188,13897
Stationery,Backpack,1952,2024-02-25 00:00:00,Chandigarh,Online,7,19,13664
Women Clothing,Dress,2238,2024-02-25 01:00:00,Ludhiana,Online,8,81,17904
Fitness Gear,Resistance Bands,687,2024-02-25 02:00:00,Gurugram,Online,8,80,5496
Footwear,Sneakers,848,2024-02-25 03:00:00,Jalandhar,Offline,13,121,11024
Electronics,Smartwatch,2269,2024-02-25 04:00:00,Gurugram,Online,6,22,13614
Books,Biography,804,2024-02-25 05:00:00,Ludhiana,Online,5,70,4020
Automotive,Engine Oil,2198,2024-02-25 06:00:00,Gurugram,Offline,13,98,28574
Furniture,Bedside Table,2485,2024-02-25 07:00:00,Noida,Online,7,21,17395
Automotive,Car Perfume,262,2024-02-25 08:00:00,Jalandhar,Online,5,91,1310
Furniture,Bean Bag,1455,2024-02-25 09:00:00,Gurugram,Offline,6,164,8730
Kitchen Tools,Air Fryer,5184,2024-02-25 10:00:00,Delhi,Offline,11,16,57024
Home Decor,Curtains,819,2024-02-25 11:00:00,Delhi,Offline,4,108,3276
Electronics,Speaker,7311,2024-02-25 12:00:00,Ludhiana,Online,3,16,21933
Automotive,Tyre Inflator,3495,2024-02-25 13:00:00,Delhi,Offline,7,97,24465
Automotive,Microfiber Cloth,180,2024-02-25 14:00:00,Amritsar,Offline,2,130,360
Men Clothing,Shorts,488,2024-02-25 15:00:00,Noida,Online,7,80,3416
Men Clothing,Jeans,1235,2024-02-25 16:00:00,Delhi,Online,1,187,1235
Kitchen Tools,Air Fryer,5184,2024-02-25 17:00:00,Jalandhar,Online,3,19,15552
Kitchen Tools,Induction Cooktop,2021,2024-02-25 18:00:00,Amritsar,Online,5,24,10105
Stationery,Stapler,108,2024-02-25 19:00:00,Delhi,Offline,11,57,1188
Home Decor,Curtains,819,2024-02-25 20:00:00,Patiala,Online,4,131,3276
Automotive,Car Vacuum,3527,2024-02-25 21:00:00,Delhi,Online,7,142,24689
Automotive,Car Wax,718,2024-02-25 22:00:00,Amritsar,Online,14,114,10052
Books,Children Story,463,2024-02-25 23:00:00,Mohali,Online,13,25,6019
Footwear,Running Shoes,1782,2024-02-26 00:00:00,Ludhiana,Online,2,186,3564
Beauty & Personal Care,Perfume,3214,2024-02-26 01:00:00,Gurugram,Online,4,26,12856
Beauty & Personal Care,Moisturizer,800,2024-02-26 02:00:00,Delhi,Online,5,172,4000
Footwear,Boots,1689,2024-02-26 03:00:00,Jalandhar,Online,4,178,6756
Automotive,Microfiber Cloth,180,2024-02-26 04:00:00,Gurugram,Online,3,35,540
Men Clothing,Shorts,488,2024-02-26 05:00:00,Mohali,Offline,9,164,4392
Stationery,Whiteboard,2367,2024-02-26 06:00:00,Chandigarh,Online,11,161,26037
Stationery,Stapler,108,2024-02-26 07:00:00,Delhi,Online,10,81,1080
Men Clothing,Jacket,1994,2024-02-26 08:00:00,Ludhiana,Online,1,53,1994
Automotive,Helmet,1391,2024-02-26 09:00:00,Delhi,Online,7,158,9737
Books,Business,766,2024-02-26 10:00:00,Gurugram,Online,10,18,7660
Books,Cookbook,1455,2024-02-26 11:00:00,Chandigarh,Online,7,111,10185
Kitchen Tools,Induction Cooktop,2021,2024-02-26 12:00:00,Chandigarh,Offline,7,149,14147
Beauty & Personal Care,Sunscreen,1176,2024-02-26 13:00:00,Noida,Offline,7,94,8232
Kitchen Tools,Juicer,1747,2024-02-26 14:00:00,Delhi,Online,14,192,24458
Stationery,Notebook Set,579,2024-02-26 15:00:00,Delhi,Online,4,133,2316
Fitness Gear,Yoga Mat,961,2024-02-26 16:00:00,Mohali,Offline,6,8,5766
Books,Business,766,2024-02-26 17:00:00,Mohali,Online,11,188,8426
Kitchen Tools,Toaster,1659,2024-02-26 18:00:00,Ludhiana,Online,3,49,4977
Books,Fiction Novel,589,2024-02-26 19:00:00,Jalandhar,Offline,12,169,7068
Fitness Gear,Resistance Bands,687,2024-02-26 20:00:00,Chandigarh,Online,6,10,4122
Home Decor,Vase,643,2024-02-26 21:00:00,Patiala,Offline,3,133,1929
Women Clothing,Saree,1021,2024-02-26 22:00:00,Gurugram,Offline,9,81,9189
Books,Cookbook,1455,2024-02-26 23:00:00,Jalandhar,Online,9,180,13095
Men Clothing,Shirt,402,2024-02-27 00:00:00,Gurugram,Offline,4,132,1608
Men Clothing,Jeans,1235,2024-02-27 01:00:00,Chandigarh,Offline,3,127,3705
Furniture,Office Chair,4886,2024-02-27 02:00:00,Mohali,Online,14,164,68404
Beauty & Personal Care,Sunscreen,1176,2024-02-27 03:00:00,Delhi,Offline,13,40,15288
Men Clothing,Kurta,471,2024-02-27 04:00:00,Amritsar,Offline,5,84,2355
Automotive,Helmet,1391,2024-02-27 05:00:00,Gurugram,Online,3,151,4173
Men Clothing,Trousers,806,2024-02-27 06:00:00,Gurugram,Online,10,134,8060
Gardening,Seeds Pack,262,2024-02-27 07:00:00,Chandigarh,Online,10,126,2620
Stationery,Notebook Set,579,2024-02-27 08:00:00,Noida,Online,10,124,5790
Women Clothing,Jeans,1358,2024-02-27 09:00:00,Jalandhar,Online,13,38,17654
Furniture,Office Chair,4886,2024-02-27 10:00:00,Mohali,Online,4,5,19544
Furniture,Bookshelf,2794,2024-02-27 11:00:00,Patiala,Online,14,101,39116
Stationery,Backpack,1952,2024-02-27 12:00:00,Amritsar,Online,10,101,19520
Books,Academic,634,2024-02-27 13:00:00,Jalandhar,Offline,1,38,634
Automotive,Car Wax,718,2024-02-27 14:00:00,Chandigarh,Offline,3,87,2154
Furniture,Study Table,2815,2024-02-27 15:00:00,Jalandhar,Online,6,13,16890
Fitness Gear,Jump Rope,589,2024-02-27 16:00:00,Patiala,Online,10,137,5890
Furniture,Office Chair,4886,2024-02-27 17:00:00,Jalandhar,Offline,1,5,4886
Books,Academic,634,2024-02-27 18:00:00,Patiala,Online,8,60,5072
Books,Children Story,463,2024-02-27 19:00:00,Mohali,Offline,11,36,5093
Kitchen Tools,Toaster,1659,2024-02-27 20:00:00,Noida,Online,2,92,3318
Beauty & Personal Care,Shampoo,441,2024-02-27 21:00:00,Ludhiana,Online,2,50,882
Electronics,Camera,133355,2024-02-27 22:00:00,Delhi,Offline,4,182,533420
Kitchen Tools,Mixer Grinder,2276,2024-02-27 23:00:00,Ludhiana,Online,2,95,4552
Gardening,Garden Shovel,202,2024-02-28 00:00:00,Gurugram,Offline,14,90,2828
Books,Biography,804,2024-02-28 01:00:00,Ludhiana,Offline,5,91,4020
Footwear,Loafers,2362,2024-02-28 02:00:00,Mohali,Online,14,101,33068
Home Decor,Wall Clock,966,2024-02-28 03:00:00,Ludhiana,Online,7,98,6762
Stationery,Art Colors,1480,2024-02-28 04:00:00,Delhi,Online,8,117,11840
Kitchen Tools,Knife Set,357,2024-02-28 05:00:00,Ludhiana,Online,11,196,3927
Men Clothing,Jacket,1994,2024-02-28 06:00:00,Jalandhar,Online,5,151,9970
Women Clothing,Skirt,516,2024-02-28 07:00:00,Amritsar,Online,7,93,3612
Electronics,Tablet,16685,2024-02-28 08:00:00,Mohali,Online,8,39,133480
Kitchen Tools,Blender,1844,2024-02-28 09:00:00,Chandigarh,Online,11,150,20284
Beauty & Personal Care,Sunscreen,1176,2024-02-28 10:00:00,Delhi,Online,3,100,3528
Beauty & Personal Care,Hair Dryer,3061,2024-02-28 11:00:00,Amritsar,Online,11,25,33671
Furniture,Bookshelf,2794,2024-02-28 12:00:00,Jalandhar,Online,2,96,5588
Footwear,Loafers,2362,2024-02-28 13:00:00,Jalandhar,Online,5,111,11810
Fitness Gear,Dumbbells,4152,2024-02-28 14:00:00,Amritsar,Online,11,114,45672
Electronics,Monitor,10433,2024-02-28 15:00:00,Noida,Online,11,115,114763
Stationery,Art Colors,1480,2024-02-28 16:00:00,Amritsar,Offline,1,124,1480
Electronics,Smartphone,70263,2024-02-28 17:00:00,Gurugram,Online,14,114,983682
Beauty & Personal Care,Lipstick,687,2024-02-28 18:00:00,Jalandhar,Online,2,12,1374
Men Clothing,Shirt,402,2024-02-28 19:00:00,Delhi,Offline,11,187,4422
Men Clothing,T-Shirt,492,2024-02-28 20:00:00,Noida,Offline,14,194,6888
Footwear,Running Shoes,1782,2024-02-28 21:00:00,Mohali,Online,5,34,8910
Furniture,Dining Chair,689,2024-02-28 22:00:00,Mohali,Offline,4,105,2756
Kitchen Tools,Induction Cooktop,2021,2024-02-28 23:00:00,Patiala,Offline,4,121,8084
Toys & Games,Action Figure,2000,2024-02-29 00:00:00,Mohali,Online,12,63,24000
Electronics,Tablet,16685,2024-02-29 01:00:00,Noida,Offline,5,141,83425
Footwear,Sandals,1110,2024-02-29 02:00:00,Gurugram,Online,10,196,11100
Women Clothing,Skirt,516,2024-02-29 03:00:00,Chandigarh,Online,11,170,5676
Gardening,Watering Can,281,2024-02-29 04:00:00,Ludhiana,Online,11,78,3091
Gardening,Garden Shovel,202,2024-02-29 05:00:00,Delhi,Offline,12,128,2424
Fitness Gear,Gym Bag,865,2024-02-29 06:00:00,Jalandhar,Online,13,117,11245
Toys & Games,Puzzle,601,2024-02-29 07:00:00,Chandigarh,Online,7,109,4207
Stationery,Stapler,108,2024-02-29 08:00:00,Jalandhar,Online,8,163,864
Toys & Games,Soft Toy,1295,2024-02-29 09:00:00,Ludhiana,Online,5,25,6475
Toys & Games,Cricket Bat,1069,2024-02-29 10:00:00,Chandigarh,Online,14,92,14966
Home Decor,Wall Clock,966,2024-02-29 11:00:00,Chandigarh,Offline,6,176,5796
Footwear,Flip Flops,214,2024-02-29 12:00:00,Noida,Online,11,156,2354
Kitchen Tools,Blender,1844,2024-02-29 13:00:00,Amritsar,Offline,2,197,3688
Furniture,Office Chair,4886,2024-02-29 14:00:00,Noida,Online,4,131,19544
Automotive,Car Vacuum,3527,2024-02-29 15:00:00,Mohali,Offline,5,86,17635
Electronics,Smartwatch,2269,2024-02-29 16:00:00,Patiala,Online,6,103,13614
Electronics,Monitor,10433,2024-02-29 17:00:00,Patiala,Offline,9,54,93897
Women Clothing,Lehenga,9426,2024-02-29 18:00:00,Amritsar,Online,4,32,37704
Toys & Games,Soft Toy,1295,2024-02-29 19:00:00,Jalandhar,Online,4,70,5180
Books,Children Story,463,2024-02-29 20:00:00,Mohali,Offline,5,157,2315
Home Decor,Table Lamp,1130,2024-02-29 21:00:00,Noida,Online,5,114,5650
Fitness Gear,Cycling Machine,9021,2024-02-29 22:00:00,Chandigarh,Offline,6,50,54126
Automotive,Helmet,1391,2024-02-29 23:00:00,Delhi,Offline,12,194,16692
Furniture,Study Table,2815,2024-03-01 00:00:00,Jalandhar,Online,13,156,36595
Men Clothing,Kurta,471,2024-03-01 01:00:00,Chandigarh,Offline,12,52,5652
Gardening,Pruning Shears,1063,2024-03-01 02:00:00,Jalandhar,Online,10,55,10630
Gardening,Artificial Grass,716,2024-03-01 03:00:00,Gurugram,Offline,13,104,9308
Gardening,Artificial Grass,716,2024-03-01 04:00:00,Noida,Online,13,40,9308
Toys & Games,Doll House,1661,2024-03-01 05:00:00,Delhi,Online,3,133,4983
Fitness Gear,Gym Bag,865,2024-03-01 06:00:00,Chandigarh,Online,5,71,4325
Fitness Gear,Cycling Machine,9021,2024-03-01 07:00:00,Noida,Online,13,16,117273
Electronics,Speaker,7311,2024-03-01 08:00:00,Patiala,Online,12,153,87732
Footwear,Formal Shoes,1974,2024-03-01 09:00:00,Amritsar,Online,1,96,1974
Kitchen Tools,Air Fryer,5184,2024-03-01 10:00:00,Amritsar,Online,6,134,31104
Footwear,Sandals,1110,2024-03-01 11:00:00,Chandigarh,Online,3,51,3330
Books,Business,766,2024-03-01 12:00:00,Jalandhar,Online,10,42,7660
Gardening,Watering Can,281,2024-03-01 13:00:00,Gurugram,Online,13,74,3653
Automotive,Car Vacuum,3527,2024-03-01 14:00:00,Ludhiana,Online,3,46,10581
Footwear,Loafers,2362,2024-03-01 15:00:00,Ludhiana,Online,6,152,14172
Automotive,Tyre Inflator,3495,2024-03-01 16:00:00,Mohali,Online,1,86,3495
Footwear,Flip Flops,214,2024-03-01 17:00:00,Delhi,Offline,8,138,1712
Electronics,Monitor,10433,2024-03-01 18:00:00,Chandigarh,Online,1,11,10433
Home Decor,Wall Clock,966,2024-03-01 19:00:00,Patiala,Offline,9,131,8694
Electronics,Speaker,7311,2024-03-01 20:00:00,Delhi,Online,8,109,58488
Fitness Gear,Yoga Mat,961,2024-03-01 21:00:00,Jalandhar,Offline,3,128,2883
Stationery,Pen Pack,592,2024-03-01 22:00:00,Chandigarh,Online,6,77,3552
Footwear,Sneakers,848,2024-03-01 23:00:00,Mohali,Online,5,167,4240
Footwear,Flip Flops,214,2024-03-02 00:00:00,Mohali,Online,9,123,1926
Fitness Gear,Dumbbells,4152,2024-03-02 01:00:00,Ludhiana,Offline,3,55,12456
Women Clothing,Lehenga,9426,2024-03-02 02:00:00,Gurugram,Offline,10,173,94260
Footwear,Loafers,2362,2024-03-02 03:00:00,Noida,Offline,7,117,16534
Toys & Games,Puzzle,601,2024-03-02 04:00:00,Amritsar,Offline,14,22,8414
Beauty & Personal Care,Trimmer,1345,2024-03-02 05:00:00,Jalandhar,Online,7,27,9415
Stationery,Pen Pack,592,2024-03-02 06:00:00,Chandigarh,Online,3,90,1776
Automotive,Car Wax,718,2024-03-02 07:00:00,Patiala,Online,12,111,8616
Stationery,Notebook Set,579,2024-03-02 08:00:00,Gurugram,Online,13,35,7527
Footwear,Formal Shoes,1974,2024-03-02 09:00:00,Chandigarh,Online,12,192,23688
Books,Business,766,2024-03-02 10:00:00,Delhi,Online,8,104,6128
Beauty & Personal Care,Moisturizer,800,2024-03-02 11:00:00,Noida,Offline,13,108,10400
Footwear,Running Shoes,1782,2024-03-02 12:00:00,Noida,Online,9,183,16038
Automotive,Engine Oil,2198,2024-03-02 13:00:00,Jalandhar,Offline,11,32,24178
Stationery,Notebook Set,579,2024-03-02 14:00:00,Patiala,Offline,6,103,3474
Women Clothing,Dress,2238,2024-03-02 15:00:00,Gurugram,Online,12,54,26856
Furniture,Office Chair,4886,2024-03-02 16:00:00,Ludhiana,Offline,4,48,19544
Toys & Games,Lego Set,5297,2024-03-02 17:00:00,Jalandhar,Online,6,18,31782
Fitness Gear,Treadmill,39457,2024-03-02 18:00:00,Amritsar,Online,6,172,236742
Women Clothing,Top,766,2024-03-02 19:00:00,Amritsar,Online,8,100,6128
Kitchen Tools,Knife Set,357,2024-03-02 20:00:00,Mohali,Offline,5,49,1785
Gardening,Garden Shovel,202,2024-03-02 21:00:00,Noida,Online,4,89,808
Men Clothing,Kurta,471,2024-03-02 22:00:00,Chandigarh,Offline,9,44,4239
Men Clothing,Jeans,1235,2024-03-02 23:00:00,Noida,Online,1,51,1235
Automotive,Car Vacuum,3527,2024-03-03 00:00:00,Patiala,Offline,9,147,31743
Home Decor,Vase,643,2024-03-03 01:00:00,Mohali,Online,11,152,7073
Women Clothing,Skirt,516,2024-03-03 02:00:00,Noida,Online,12,97,6192
Automotive,Microfiber Cloth,180,2024-03-03 03:00:00,Patiala,Offline,3,89,540
Books,Academic,634,2024-03-03 04:00:00,Chandigarh,Online,13,54,8242
Furniture,Study Table,2815,2024-03-03 05:00:00,Noida,Online,11,171,30965
Home Decor,Table Lamp,1130,2024-03-03 06:00:00,Gurugram,Online,5,29,5650
Electronics,Speaker,7311,2024-03-03 07:00:00,Noida,Offline,6,25,43866
Beauty & Personal Care,Sunscreen,1176,2024-03-03 08:00:00,Chandigarh,Offline,5,39,5880
Books,Self-Help,391,2024-03-03 09:00:00,Delhi,Online,9,36,3519
Books,Business,766,2024-03-03 10:00:00,Delhi,Online,7,143,5362
Women Clothing,Kurti,387,2024-03-03 11:00:00,Patiala,Online,10,173,3870
Furniture,Office Chair,4886,2024-03-03 12:00:00,Delhi,Offline,12,64,58632
Footwear,Sneakers,848,2024-03-03 13:00:00,Jalandhar,Offline,10,64,8480
Electronics,Laptop,56023,2024-03-03 14:00:00,Gurugram,Online,1,26,56023
Footwear,Boots,1689,2024-03-03 15:00:00,Delhi,Offline,3,177,5067
Home Decor,Wall Clock,966,2024-03-03 16:00:00,Delhi,Offline,4,84,3864
Automotive,Microfiber Cloth,180,2024-03-03 17:00:00,Noida,Online,10,136,1800
Toys & Games,Cricket Bat,1069,2024-03-03 18:00:00,Gurugram,Offline,10,92,10690
Automotive,Car Vacuum,3527,2024-03-03 19:00:00,Patiala,Online,13,149,45851
Home Decor,Vase,643,2024-03-03 20:00:00,Jalandhar,Online,14,173,9002
Automotive,Car Vacuum,3527,2024-03-03 21:00:00,Mohali,Online,14,189,49378
Women Clothing,Top,766,2024-03-03 22:00:00,Amritsar,Online,9,153,6894
Kitchen Tools,Juicer,1747,2024-03-03 23:00:00,Amritsar,Online,10,137,17470
Furniture,Shoe Rack,2275,2024-03-04 00:00:00,Noida,Offline,14,117,31850
Home Decor,Wall Clock,966,2024-03-04 01:00:00,Amritsar,Online,4,86,3864
Gardening,Garden Shovel,202,2024-03-04 02:00:00,Mohali,Online,7,87,1414
Women Clothing,Jeans,1358,2024-03-04 03:00:00,Jalandhar,Online,5,124,6790
Toys & Games,Puzzle,601,2024-03-04 04:00:00,Amritsar,Online,13,171,7813
Toys & Games,Puzzle,601,2024-03-04 05:00:00,Noida,Online,2,14,1202
Books,Business,766,2024-03-04 06:00:00,Chandigarh,Offline,12,181,9192
Home Decor,Photo Frame,220,2024-03-04 07:00:00,Delhi,Offline,6,63,1320
Books,Academic,634,2024-03-04 08:00:00,Patiala,Offline,12,20,7608
Books,Children Story,463,2024-03-04 09:00:00,Mohali,Online,2,66,926
Home Decor,Curtains,819,2024-03-04 10:00:00,Amritsar,Online,3,6,2457
Furniture,TV Unit,6016,2024-03-04 11:00:00,Mohali,Online,12,138,72192
Men Clothing,Sweater,520,2024-03-04 12:00:00,Amritsar,Offline,7,50,3640
Men Clothing,Shirt,402,2024-03-04 13:00:00,Noida,Offline,11,140,4422
Women Clothing,Handbag,699,2024-03-04 14:00:00,Patiala,Offline,2,51,1398
Electronics,Headphones,3391,2024-03-04 15:00:00,Ludhiana,Online,9,63,30519
Fitness Gear,Resistance Bands,687,2024-03-04 16:00:00,Chandigarh,Online,5,171,3435
Footwear,Sneakers,848,2024-03-04 17:00:00,Gurugram,Online,5,68,4240
Electronics,Laptop,56023,2024-03-04 18:00:00,Delhi,Online,5,188,280115
Furniture,Bean Bag,1455,2024-03-04 19:00:00,Noida,Offline,9,77,13095
